Values for V_o(t) = 0.5 + (0.21)/2 * sin(300t):
0.000 0.50000
0.001 0.53103
0.002 0.55929
0.003 0.58225
0.004 0.59786
0.005 0.60474
0.006 0.60225
0.007 0.59064
0.008 0.57092
0.009 0.54487
0.010 0.51482
0.011 0.48344
0.012 0.45354
0.013 0.42778
0.014 0.40848
0.015 0.39736
0.016 0.39540
0.017 0.40279
0.018 0.41886
0.019 0.44218
0.020 0.47066
0.021 0.50177
0.022 0.53271
0.023 0.56074
0.024 0.58334
0.025 0.59849
0.026 0.60485
0.027 0.60184
0.028 0.58973
0.029 0.56961
0.030 0.54327
0.031 0.51307
0.032 0.48170
0.033 0.45196
0.034 0.42651
0.035 0.40763
0.036 0.39700
0.037 0.39557
0.038 0.40347
0.039 0.41999
0.040 0.44366
0.041 0.47236
0.042 0.50353
0.043 0.53438
0.044 0.56217
0.045 0.58440
0.046 0.59909
0.047 0.60493
0.048 0.60139
0.049 0.58880
0.050 0.56828
0.051 0.54166
0.052 0.51131
0.053 0.47996
0.054 0.45040
0.055 0.42526
0.056 0.40681
0.057 0.39667
0.058 0.39577
0.059 0.40418
0.060 0.42115
0.061 0.44516
0.062 0.47407
0.063 0.50529
0.064 0.53605
0.065 0.56358
0.066 0.58544
0.067 0.59966
0.068 0.60498
0.069 0.60092
0.070 0.58785
0.071 0.56693
0.072 0.54003
0.073 0.50956
0.074 0.47823
0.075 0.44885
0.076 0.42403
0.077 0.40601
0.078 0.39637
0.079 0.39600
0.080 0.40491
0.081 0.42232
0.082 0.44667
0.083 0.47578
0.084 0.50706
0.085 0.53770
0.086 0.56498
0.087 0.58645
0.088 0.60020
0.089 0.60500
0.090 0.60042
0.091 0.58687
0.092 0.56556
0.093 0.53839
0.094 0.50780
0.095 0.47651
0.096 0.44731
0.097 0.42283
0.098 0.40523
0.099 0.39610
